group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
throughput,parse_document_to_pair,1000000,294000000,bytes,2436101629.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2475283381.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2429485691.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2466147772.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2449302009.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2432088194.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2419222546.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2392919805.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2455477614.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2447553037.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2439209799.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2432395648.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2432635562.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2435868795.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2422161214.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2398596553.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2444678415.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2417867932.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2440390567.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2434706337.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2442102961.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2439748539.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2428792954.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2434609035.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2370416985.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2269029126.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2420941395.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2405582238.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2430700834.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2427993830.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2397957960.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2394181679.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2409220355.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2445383647.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2447416003.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2411384658.0,ns,1
throughput,parse_document_to_pair,1000000,294000000,bytes,2403150359.0,ns,1
