group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
throughput,parse_document_to_pair,100,29400,bytes,57353173.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,57309516.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56063257.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,55947579.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56406733.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56698242.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,55866807.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56129449.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56105935.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56762312.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,55834007.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56094036.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56822325.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56104574.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56550340.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56167096.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56716316.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56163471.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56203833.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,54764830.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56379358.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,55655660.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56466821.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,57580697.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56252723.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56206837.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,57570947.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56161132.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,57717272.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,57470512.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56699625.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,57166005.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,57517935.0,ns,2
throughput,parse_document_to_pair,100,29400,bytes,56864724.0,ns,2
