group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
throughput,parse_document_to_pair,218575,218575,bytes,59666203.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59598773.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,58794919.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,58450334.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,55907891.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,57260579.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,60200093.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59513156.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,58216370.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59152418.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,58309947.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,57978317.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,58221774.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,60072615.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,58740668.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,64243833.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59220144.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,61409150.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59392662.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59758760.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59217549.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,65251399.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59105269.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59325280.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59475812.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,60683084.0,ns,2
throughput,parse_document_to_pair,218575,218575,bytes,59771221.0,ns,2
