group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
throughput,parse_document_to_pair,536762,536762,bytes,64858076.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64563614.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64259911.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63792085.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64015258.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64429133.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64241300.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,70955798.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,70116608.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63862506.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63565209.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62908377.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62202750.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63730988.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,66507239.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,66270448.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63963637.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62789369.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,61561675.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62607871.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65742377.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65283693.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,71319707.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62264171.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62541634.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65024157.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,66772321.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64537728.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63863917.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62881293.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62671555.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64616472.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,67629847.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,66604578.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,66660842.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64551023.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62603061.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65864201.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64169371.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,62780225.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63689862.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63655059.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,70805395.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,69436720.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,66061239.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63258167.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64173911.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,63866391.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65258291.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65595821.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65334981.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,65203806.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,66729591.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64461762.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64234355.0,ns,2
throughput,parse_document_to_pair,536762,536762,bytes,64363359.0,ns,2
