group,function,value,throughput_num,throughput_type,sample_measured_value,unit,iteration_count
query throughput,query,1,41,bytes,53801524.0,ns,2
query throughput,query,1,41,bytes,53928242.0,ns,2
query throughput,query,1,41,bytes,53260520.0,ns,2
query throughput,query,1,41,bytes,53413324.0,ns,2
query throughput,query,1,41,bytes,52426892.0,ns,2
query throughput,query,1,41,bytes,53921813.0,ns,2
query throughput,query,1,41,bytes,53093091.0,ns,2
query throughput,query,1,41,bytes,52989253.0,ns,2
query throughput,query,1,41,bytes,53193650.0,ns,2
query throughput,query,1,41,bytes,54039151.0,ns,2
query throughput,query,1,41,bytes,52411079.0,ns,2
query throughput,query,1,41,bytes,53492738.0,ns,2
query throughput,query,1,41,bytes,52647972.0,ns,2
query throughput,query,1,41,bytes,53226661.0,ns,2
query throughput,query,1,41,bytes,52517672.0,ns,2
query throughput,query,1,41,bytes,54761341.0,ns,2
query throughput,query,1,41,bytes,53671564.0,ns,2
query throughput,query,1,41,bytes,53950206.0,ns,2
query throughput,query,1,41,bytes,53048763.0,ns,2
query throughput,query,1,41,bytes,52316885.0,ns,2
query throughput,query,1,41,bytes,53437870.0,ns,2
query throughput,query,1,41,bytes,53383257.0,ns,2
query throughput,query,1,41,bytes,52723230.0,ns,2
query throughput,query,1,41,bytes,52849056.0,ns,2
query throughput,query,1,41,bytes,53591121.0,ns,2
query throughput,query,1,41,bytes,52349431.0,ns,2
query throughput,query,1,41,bytes,53422151.0,ns,2
query throughput,query,1,41,bytes,53536577.0,ns,2
query throughput,query,1,41,bytes,53502890.0,ns,2
query throughput,query,1,41,bytes,54737926.0,ns,2
query throughput,query,1,41,bytes,59569942.0,ns,2
query throughput,query,1,41,bytes,56450520.0,ns,2
query throughput,query,1,41,bytes,54601356.0,ns,2
query throughput,query,1,41,bytes,53107824.0,ns,2
query throughput,query,1,41,bytes,53163144.0,ns,2
query throughput,query,1,41,bytes,55412696.0,ns,2
query throughput,query,1,41,bytes,54209819.0,ns,2
query throughput,query,1,41,bytes,53115754.0,ns,2
query throughput,query,1,41,bytes,53003175.0,ns,2
query throughput,query,1,41,bytes,53872780.0,ns,2
query throughput,query,1,41,bytes,57341602.0,ns,2
query throughput,query,1,41,bytes,53648404.0,ns,2
query throughput,query,1,41,bytes,54016286.0,ns,2
query throughput,query,1,41,bytes,52815651.0,ns,2
query throughput,query,1,41,bytes,52071593.0,ns,2
query throughput,query,1,41,bytes,52683560.0,ns,2
query throughput,query,1,41,bytes,54402021.0,ns,2
query throughput,query,1,41,bytes,56154064.0,ns,2
query throughput,query,1,41,bytes,56020103.0,ns,2
query throughput,query,1,41,bytes,54521001.0,ns,2
query throughput,query,1,41,bytes,54084916.0,ns,2
query throughput,query,1,41,bytes,52944908.0,ns,2
query throughput,query,1,41,bytes,51963294.0,ns,2
query throughput,query,1,41,bytes,52915365.0,ns,2
query throughput,query,1,41,bytes,52939268.0,ns,2
query throughput,query,1,41,bytes,52164380.0,ns,2
query throughput,query,1,41,bytes,52191026.0,ns,2
query throughput,query,1,41,bytes,52919988.0,ns,2
query throughput,query,1,41,bytes,53608113.0,ns,2
query throughput,query,1,41,bytes,53260766.0,ns,2
query throughput,query,1,41,bytes,53175569.0,ns,2
query throughput,query,1,41,bytes,53089344.0,ns,2
query throughput,query,1,41,bytes,53332763.0,ns,2
query throughput,query,1,41,bytes,53229384.0,ns,2
query throughput,query,1,41,bytes,53859424.0,ns,2
query throughput,query,1,41,bytes,59293564.0,ns,2
query throughput,query,1,41,bytes,55227261.0,ns,2
query throughput,query,1,41,bytes,53584216.0,ns,2
query throughput,query,1,41,bytes,56805468.0,ns,2
query throughput,query,1,41,bytes,55424285.0,ns,2
query throughput,query,1,41,bytes,55794526.0,ns,2
query throughput,query,1,41,bytes,56158430.0,ns,2
query throughput,query,1,41,bytes,55988330.0,ns,2
query throughput,query,1,41,bytes,55773100.0,ns,2
query throughput,query,1,41,bytes,55631723.0,ns,2
query throughput,query,1,41,bytes,54758879.0,ns,2
query throughput,query,1,41,bytes,54999294.0,ns,2
query throughput,query,1,41,bytes,52720216.0,ns,2
query throughput,query,1,41,bytes,53935072.0,ns,2
query throughput,query,1,41,bytes,54513243.0,ns,2
query throughput,query,1,41,bytes,56165319.0,ns,2
query throughput,query,1,41,bytes,53986271.0,ns,2
query throughput,query,1,41,bytes,54993775.0,ns,2
query throughput,query,1,41,bytes,54479631.0,ns,2
query throughput,query,1,41,bytes,55550851.0,ns,2
query throughput,query,1,41,bytes,55138666.0,ns,2
query throughput,query,1,41,bytes,55165810.0,ns,2
query throughput,query,1,41,bytes,56726419.0,ns,2
query throughput,query,1,41,bytes,53614248.0,ns,2
query throughput,query,1,41,bytes,55152134.0,ns,2
query throughput,query,1,41,bytes,57474633.0,ns,2
query throughput,query,1,41,bytes,55760834.0,ns,2
query throughput,query,1,41,bytes,56754038.0,ns,2
query throughput,query,1,41,bytes,56030321.0,ns,2
query throughput,query,1,41,bytes,56123843.0,ns,2
query throughput,query,1,41,bytes,55346872.0,ns,2
query throughput,query,1,41,bytes,54971303.0,ns,2
query throughput,query,1,41,bytes,56733807.0,ns,2
query throughput,query,1,41,bytes,56253073.0,ns,2
query throughput,query,1,41,bytes,54259125.0,ns,2
